provider,asn,operator,country_count,country_examples,observed_records_bucket,prefix_count,avg_confidence,data_origin
Astrill,4766,KIXS-AS-KR Korea Telecom,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,49367,ASSEFLOW,1,Italy,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,57169,EDIS-AS-EU,1,Austria,lt-50,1,78.5,VPN-Infrastructure-Atlas
Astrill,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,1,Singapore,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,7040,NETMINDERS,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.",1,Germany,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,9008,ASN-VO Visual Online S.A. Luxembourg,1,Luxembourg,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,9294,GNETINC-AS-AP GNET INC.,1,United States,lt-50,4,78.0,VPN-Infrastructure-Atlas
Astrill,9304,HUTCHISON-AS-AP HGC Global Communications Limited,1,Hong Kong,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,9790,TWO-DEGREES-AS-AP Two Degrees Networks Limited,1,New Zealand,lt-50,1,78.0,VPN-Infrastructure-Atlas
AzireVPN,11878,TZULO,1,United States,lt-50,4,95.0,VPN-Infrastructure-Atlas
AzireVPN,1299,"TWELVE99 Arelion, fka Telia Carrier",1,Sweden,lt-50,2,95.0,VPN-Infrastructure-Atlas
AzireVPN,6206,NETROUTING-AS,1,Netherlands,lt-50,4,95.0,VPN-Infrastructure-Atlas
BoxPN,12876,Online SAS,1,France,lt-50,2,95.0,VPN-Infrastructure-Atlas
BoxPN,36666,GTCOMM,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
CCrypto VPN,16276,OVH,1,France,lt-50,4,88.0,VPN-Infrastructure-Atlas
CactusVPN,20860,IOMART-AS,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
EasyHideIP,36666,GTCOMM,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
ExpressVPN,29066,VELIANET-AS velia.net Internetdienste GmbH,1,Germany,lt-50,2,70.0,VPN-Infrastructure-Atlas
ExpressVPN,40676,AS40676 - Psychz Networks,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
ExpressVPN,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,3,67.5,VPN-Infrastructure-Atlas
FlowVPN,16509,AMAZON-02,1,United States,lt-50,4,70.0,VPN-Infrastructure-Atlas
FlowVPN,210756,EDGECENTERLLC,1,Russia,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,211552,CIVO-UK,1,United Kingdom,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,212336,BYTEVIRTLLC,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
FlowVPN,34927,IFOG-GMBH,1,Switzerland,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,42422,SECURITYNET-AS,1,Czechia,lt-50,4,70.0,VPN-Infrastructure-Atlas
FlowVPN,63150,BAGE,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
GhostPath,36352,AS-COLOCROSSING,1,United States,lt-50,4,88.0,VPN-Infrastructure-Atlas
KevinVPN,62240,CLOUVIDER Clouvider - Global ASN,1,United Kingdom,lt-50,3,70.0,VPN-Infrastructure-Atlas
Kompot VPN,215540,GCS-AS,1,United Kingdom,lt-50,4,80.0,VPN-Infrastructure-Atlas
Kompot VPN,9123,TIMEWEB-AS,1,Russia,lt-50,3,70.0,VPN-Infrastructure-Atlas
Le VPN,57169,EDIS-AS-EU,1,Austria,lt-50,4,70.0,VPN-Infrastructure-Atlas
MoriVPN,31898,ORACLE-BMC-31898,1,United States,lt-50,4,80.0,VPN-Infrastructure-Atlas
Mullvad,23959,OWL-AS-AP Owl Limited,1,Vanuatu,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,394256,CLOUDSINGULARITY,1,Canada,lt-50,2,95.0,VPN-Infrastructure-Atlas
NordVPN,62874,WEB2OBJECTS,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
NordVPN,64249,ENDOFFICE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
NordVPN,812,ROGERS-COMMUNICATIONS,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
NordVPN,8881,VERSATEL,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,18345,SERVERS-AUS-CUST Servers Australia Customers,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
PrivateVPN,21859,ZEN-ECN,4,Indonesia; Malaysia; Philippines; United States,lt-50,4,93.2,VPN-Infrastructure-Atlas
PrivateVPN,50599,Autonomous System for Dataspace P.S.A.,1,Poland,lt-50,3,95.0,VPN-Infrastructure-Atlas
PureVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,Australia,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,2,88.0,VPN-Infrastructure-Atlas
PureVPN,203020,HOSTROYALE,1,India,lt-50,1,88.0,VPN-Infrastructure-Atlas
PureVPN,43289,TRABIA,1,Moldova,lt-50,2,88.0,VPN-Infrastructure-Atlas
PureVPN,51430,ALTUS,1,Netherlands,lt-50,3,88.0,VPN-Infrastructure-Atlas
RedShield VPN,9009,M247,1,Romania,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,136557,HOST-AS-AP Host Universal Pty Ltd,1,Australia,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,153393,RACKVOLT-AS-AP RACKVOLT CLOUD SOLUTIONS PRIVATE LIMITED,1,India,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214279,DASABO,1,Estonia,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214481,WCZAPKOWICZ-AS as214481as-wczapkowicz Chunkserve Backbone Transit,1,Poland,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,216300,ABKHAZMEDIA-AS,1,Georgia,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,26383,ASNET,1,United States,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,3170,VELOXSERV,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,31898,ORACLE-BMC-31898,1,United States,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,32181,ASN-GIGENET,1,United States,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,3462,HINET Data Communication Business Group,1,Taiwan,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,46475,LIMESTONENETWORKS,1,United States,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,48753,AVAHOHST,1,Moldova,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,49392,ASBAXETN,1,Russia,lt-50,4,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,6057,Administracion Nacional de Telecomunicaciones,1,Uruguay,lt-50,1,95.0,VPN-Infrastructure-Atlas
StrongVPN,206804,ESTNOC-GLOBAL,1,Estonia,lt-50,1,83.8,VPN-Infrastructure-Atlas
Surfshark,39486,HOSTROYALE,2,France; Portugal,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN Gate,2527,SO-NET Sony Network Communications Inc.,1,Japan,lt-50,4,78.0,VPN-Infrastructure-Atlas
VPN Jantit,140599,COMFACCORPORATION-AS-AP COMFAC CORPORATION,1,Philippines,lt-50,3,88.0,VPN-Infrastructure-Atlas
VPN Jantit,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.",1,Germany,lt-50,4,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,15626,GF-UA,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,Germany,lt-50,2,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,31034,ARUBA-ASN,1,Italy,lt-50,3,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,48894,OPTIMUS-AS,1,Slovenia,lt-50,2,70.0,VPN-Infrastructure-Atlas
VPN.ac,29802,HVC-AS,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN.ac,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,1,Singapore,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNSTunnel,14061,DIGITALOCEAN-ASN,1,United States,lt-50,4,88.0,VPN-Infrastructure-Atlas
VPNUK,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,4,70.0,VPN-Infrastructure-Atlas
WiTopia,18779,EGIHOSTING,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,49367,ASSEFLOW,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,50340,SELECTEL-MSK,1,Russia,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,50613,THORDC-AS,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,51852,PLI-AS,1,Panama,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,61102,INTERHOST,1,Israel,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,7552,VIETEL-AS-AP Viettel Group,1,Vietnam,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,7979,SERVERS-COM,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,200698,GLOBALHOST-BOSNIA-AS,1,Bosnia and Herzegovina,lt-50,3,95.0,VPN-Infrastructure-Atlas
Zoogvpn,209847,THE,1,Netherlands,lt-50,4,78.0,VPN-Infrastructure-Atlas
AnonymousVPN,53363,TANGRAM-CANADA-INC,1,Canada,lt-50,2,95.0,VPN-Infrastructure-Atlas
Astrill,12876,Online SAS,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,135905,VNPT-AS-VN VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,1,Vietnam,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,13737,AS-INCX,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,150315,VCL-AS-AP Virtury Cloud Private Limited,1,Pakistan,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,199081,LANCOM Athens - Greece,1,Greece,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,200698,GLOBALHOST-BOSNIA-AS,1,Bosnia and Herzegovina,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,201924,LERTAS-AS,1,Slovakia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,203003,MAGNA-CAPAX,1,Finland,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,206446,CLOUDLEASE,1,Israel,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,206804,ESTNOC-GLOBAL,1,Estonia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,21409,IKOULA,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,24768,ALMOUROLTEC,1,Portugal,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,24940,HETZNER-AS,1,Germany,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,26042,FIBERSTATE,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,78.7,VPN-Infrastructure-Atlas
Astrill,27323,SERVERSTADIUM,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,30736,ASERGO-AS,1,Denmark,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,30860,YURTEH-AS,1,Ukraine,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,30900,WEBWORLD-AS ta Web World Ireland,1,Ireland,lt-50,1,78.7,VPN-Infrastructure-Atlas
Astrill,32489,AMANAHA-NEW,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,33387,NOCIX,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,34224,NETERRA-AS,1,Bulgaria,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,37153,xneelo,1,South Africa,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,396073,MAJESTIC-HOSTING-01,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,400061,IGNERO,1,Singapore,lt-50,1,78.7,VPN-Infrastructure-Atlas
Astrill,40156,THEOPT-HOU,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,41378,KIRINONET,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,43350,NFORCE,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,44709,CLOUDWEBMANAGE-,1,Israel,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,44901,BELCLOUD Premium IP transit network,1,Bulgaria,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,1,Malaysia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,46573,VAULT-HOST,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
Astrill,49770,INTERNETPORT-AS,1,Sweden,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,51430,ALTUS,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,51852,PLI-AS,1,Panama,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,53755,IOFLOOD,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,55154,MADGEN-01,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,56322,SERVERASTRA-AS,1,Hungary,lt-50,3,78.0,VPN-Infrastructure-Atlas
Astrill,59895,BINARYRACKS-AS,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Astrill,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
CactusVPN,62005,BV-EU-AS,3,Spain; Italy; Netherlands,lt-50,3,95.0,VPN-Infrastructure-Atlas
ExpressVPN,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,3,70.0,VPN-Infrastructure-Atlas
ExpressVPN,46475,LIMESTONENETWORKS,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
ExpressVPN,61272,IST-AS,1,Lithuania,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,138915,KAOPU-HK Kaopu Cloud HK Limited,1,Hong Kong,lt-50,3,70.0,VPN-Infrastructure-Atlas
FlowVPN,140599,COMFACCORPORATION-AS-AP COMFAC CORPORATION,1,Philippines,lt-50,3,70.0,VPN-Infrastructure-Atlas
FlowVPN,26383,ASNET,1,United States,lt-50,3,70.0,VPN-Infrastructure-Atlas
FlowVPN,27823,Dattatec.com,1,Argentina,lt-50,3,70.0,VPN-Infrastructure-Atlas
FlowVPN,63473,HOSTHATCH,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
FlowVPN,9318,SKB-AS SK Broadband Co Ltd,1,South Korea,lt-50,3,70.0,VPN-Infrastructure-Atlas
Froot,29889,FSNET-1,1,United States,lt-50,2,78.0,VPN-Infrastructure-Atlas
GhostPath,42708,GLESYS glesys.com,1,Sweden,lt-50,3,88.0,VPN-Infrastructure-Atlas
GhostPath,62296,VITALNG,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
Goosevpn,41887,PROLOCATION Prolocation,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
HideIPVPN,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,2,70.0,VPN-Infrastructure-Atlas
IVPN,206804,ESTNOC-GLOBAL,1,Estonia,lt-50,3,95.0,VPN-Infrastructure-Atlas
IVPN,32489,AMANAHA-NEW,1,Canada,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,51852,PLI-AS,1,Panama,lt-50,2,95.0,VPN-Infrastructure-Atlas
IVPN,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,1,Malaysia,lt-50,3,95.0,VPN-Infrastructure-Atlas
Ivacy,1257,TELE2,1,Estonia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Ivacy,136557,HOST-AS-AP Host Universal Pty Ltd,1,Australia,lt-50,1,95.0,VPN-Infrastructure-Atlas
KevinVPN,27284,FOURPLEX-ASN,1,United States,lt-50,2,70.0,VPN-Infrastructure-Atlas
KeyDrop,198610,BEGET-AS,1,Russia,lt-50,3,70.0,VPN-Infrastructure-Atlas
KeyDrop,216071,VDSINA,1,United Arab Emirates,lt-50,3,70.0,VPN-Infrastructure-Atlas
KeyDrop,9123,TIMEWEB-AS,1,Russia,lt-50,3,70.0,VPN-Infrastructure-Atlas
Kompot VPN,204044,ONLYSERVERS Dedicated Server Hosting Provider,1,United Kingdom,lt-50,1,80.0,VPN-Infrastructure-Atlas
Kompot VPN,207713,GIR-AS,1,Russia,lt-50,1,70.0,VPN-Infrastructure-Atlas
Mullvad,25737,JONE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Mullvad,9312,XTOM xTom,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
NordVPN,43289,TRABIA,1,Moldova,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,51430,ALTUS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,61272,IST-AS,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Private Internet Access,6461,ZAYO-6461,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
PrivateVPN,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,Australia,lt-50,3,90.3,VPN-Infrastructure-Atlas
PrivateVPN,199524,GCORE,3,Israel; South Korea; Luxembourg,lt-50,3,90.3,VPN-Infrastructure-Atlas
ProtonVPN,25369,BANDWIDTH-AS,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
ProtonVPN,7979,SERVERS-COM,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Proxpn,0,,1,Mauritius,lt-50,2,78.0,VPN-Infrastructure-Atlas
Proxpn,20473,AS-VULTR,1,United States,lt-50,3,78.0,VPN-Infrastructure-Atlas
Riseup VPN,16652,RISEUP,1,United States,lt-50,3,95.0,VPN-Infrastructure-Atlas
Safervpn,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",1,Canada,lt-50,3,78.0,VPN-Infrastructure-Atlas
Sentinel dVPN,12322,PROXAD,1,France,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,138915,KAOPU-HK Kaopu Cloud HK Limited,1,Hong Kong,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,141995,CAPL-AS-AP Contabo Asia Private Limited,1,Singapore,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,150623,HOSTPAT-AS-IN HOSTDZIRE WEB SERVICES PRIVATE LIMITED,1,India,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,202448,MVPS www.mvps.net,1,Cyprus,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,203090,COOPNORGE,1,United Kingdom,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,208226,OUIHEBERG,1,France,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,209604,TWO-E-TELEKOM,1,Türkiye,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,212477,ROYALE-AS,1,Netherlands,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,214639,ITM NORD AS,1,Norway,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215607,DF-TRANSIT,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,215960,HEARTBEAT-IT,1,Germany,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,25693,VIRMACH,1,United States,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,26042,FIBERSTATE,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,27823,Dattatec.com,1,Argentina,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,3214,XTOM xTom GmbH,1,Germany,lt-50,3,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,40676,AS40676 - Psychz Networks,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,60117,HS,1,United Arab Emirates,lt-50,2,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,9198,KAZTELECOM-AS,1,Kazakhstan,lt-50,1,95.0,VPN-Infrastructure-Atlas
SmartVPN,14061,DIGITALOCEAN-ASN,1,United States,lt-50,3,88.0,VPN-Infrastructure-Atlas
SmartVPN,36666,GTCOMM,1,Canada,lt-50,3,88.0,VPN-Infrastructure-Atlas
Smartdnsproxy,20473,AS-VULTR,1,United States,lt-50,3,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,213035,AS-SERVERION Serverion B.V.,1,Netherlands,lt-50,2,78.0,VPN-Infrastructure-Atlas
StrongVPN,132372,GBNETWORK-AS-AP GB Network Solutions Sdn. Bhd.,1,Malaysia,lt-50,1,85.0,VPN-Infrastructure-Atlas
StrongVPN,21859,ZEN-ECN,1,United States,lt-50,2,80.0,VPN-Infrastructure-Atlas
StrongVPN,46844,SHARKTECH,1,United States,lt-50,1,90.0,VPN-Infrastructure-Atlas
StrongVPN,51430,ALTUS,1,Netherlands,lt-50,1,85.0,VPN-Infrastructure-Atlas
Surfshark,13737,AS-INCX,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Surfshark,207990,HR-CUSTOMER,2,Slovenia; United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
Trust.Zone,12876,Online SAS,1,France,lt-50,3,70.0,VPN-Infrastructure-Atlas
Trust.Zone,36666,GTCOMM,1,Canada,lt-50,2,70.0,VPN-Infrastructure-Atlas
TunnelBear,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN Gate,18126,"CTCX Chubu Telecommunications Company, Inc.",1,Japan,lt-50,3,78.0,VPN-Infrastructure-Atlas
VPN Gate,2519,VECTANT ARTERIA Networks Corporation,1,Japan,lt-50,3,78.0,VPN-Infrastructure-Atlas
VPN Gate,4713,OCN NTT Communications Corporation,1,Japan,lt-50,3,78.0,VPN-Infrastructure-Atlas
VPN Gate,9318,SKB-AS SK Broadband Co Ltd,1,South Korea,lt-50,3,78.0,VPN-Infrastructure-Atlas
VPN Gate,9824,"JTCL-JP-AS JCOM Co., Ltd.",1,Japan,lt-50,3,78.0,VPN-Infrastructure-Atlas
VPN Jantit,133800,IDNIC-BIZNETGIO-AS-ID PT Biznet Gio Nusantara,1,Indonesia,lt-50,3,88.0,VPN-Infrastructure-Atlas
VPN Jantit,15626,GF-UA,1,United States,lt-50,2,88.0,VPN-Infrastructure-Atlas
VPN Jantit,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,56309,"SIAMDATA-TH Siamdata Communication Co.,Ltd.",1,Thailand,lt-50,3,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,18978,ENZUINC-,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,20860,IOMART-AS,1,United Kingdom,lt-50,3,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,30058,FDCSERVERS,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,396190,LEASEWEB-USA-SEA,1,United States,lt-50,3,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,40156,THEOPT-HOU,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",1,United Kingdom,lt-50,3,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,6206,NETROUTING-AS,1,Netherlands,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN.ac,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN.ac,16276,OVH,1,France,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN.ac,19318,IS-AS-1,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,20860,IOMART-AS,1,United Kingdom,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPN.ac,396190,LEASEWEB-USA-SEA,1,United States,lt-50,2,95.0,VPN-Infrastructure-Atlas
VPNSecure,21130,IOMART-IE,1,United Kingdom,lt-50,3,88.0,VPN-Infrastructure-Atlas
VPNUK,20473,AS-VULTR,1,United States,lt-50,3,95.0,VPN-Infrastructure-Atlas
VPNUK,21069,ASN-METANET Routingpeering issues: noc@metanet.ch,1,Switzerland,lt-50,3,86.7,VPN-Infrastructure-Atlas
VPNUK,29550,SIMPLYTRANSIT,1,United Kingdom,lt-50,3,70.0,VPN-Infrastructure-Atlas
VPNUK,9009,M247,1,Romania,lt-50,3,78.3,VPN-Infrastructure-Atlas
Vpnht,216280,Banka Kombetare Tregtare Sh.A.,1,Albania,lt-50,1,78.0,VPN-Infrastructure-Atlas
WiTopia,10753,LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
WiTopia,272073,SILKGLOBAL DOMINICANA SRL,1,Dominican Republic,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,147176,"NNECL-AS-AP NZ Network Enterprise Co., Ltd.",1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,153003,LACHANSO-VN Digital Shield Technology Company Limited,1,Vietnam,lt-50,1,95.0,VPN-Infrastructure-Atlas
Windscribe,197155,ARTNET,1,Poland,lt-50,1,95.0,VPN-Infrastructure-Atlas
